date,nav
08-09-2026,99.61510
07-09-2026,99.85790
04-09-2026,100.35940
03-09-2026,100.29740
02-09-2026,100.42990
01-09-2026,100.87560
31-08-2026,101.48850
28-08-2026,101.38190
27-08-2026,101.18540
26-08-2026,101.67490
25-08-2026,101.96560
24-08-2026,101.59070
21-08-2026,101.58850
20-08-2026,101.62010
19-08-2026,100.93750
18-08-2026,101.20840
17-08-2026,101.64050
14-08-2026,101.99030
13-08-2026,102.22330
12-08-2026,102.34150
11-08-2026,102.73440
10-08-2026,102.89220
07-08-2026,102.76300
06-08-2026,102.97770
05-08-2026,103.04430
04-08-2026,102.99090
03-08-2026,103.66310
31-07-2026,101.81330
30-07-2026,101.55630
29-07-2026,101.42650
28-07-2026,100.23740
27-07-2026,100.44980
24-07-2026,99.32730
23-07-2026,99.72940
22-07-2026,100.09970
21-07-2026,101.06690
20-07-2026,101.32290
17-07-2026,101.80200
16-07-2026,101.05860
15-07-2026,101.02310
14-07-2026,100.53260
13-07-2026,101.24950
10-07-2026,101.32030
09-07-2026,100.30860
08-07-2026,99.81000
07-07-2026,101.93210
06-07-2026,102.12670
03-07-2026,101.35990
02-07-2026,101.44420
01-07-2026,100.89650
30-06-2026,100.48280
29-06-2026,100.71840
25-06-2026,101.19170
24-06-2026,101.03870
23-06-2026,100.46050
22-06-2026,101.36540
19-06-2026,100.78240
18-06-2026,100.99010
17-06-2026,100.60400
16-06-2026,100.00480
15-06-2026,99.35060
12-06-2026,98.17760
11-06-2026,96.17120
10-06-2026,96.58620
09-06-2026,96.68490
08-06-2026,95.89520
05-06-2026,97.24560
04-06-2026,97.26210
03-06-2026,97.21670
02-06-2026,97.47830
01-06-2026,97.19440
29-05-2026,98.46560
27-05-2026,99.80920
26-05-2026,99.43560
25-05-2026,99.80470
22-05-2026,98.74970
21-05-2026,98.37810
20-05-2026,98.39330
19-05-2026,98.12890
18-05-2026,97.93720
15-05-2026,98.00590
14-05-2026,98.06060
13-05-2026,97.16900
12-05-2026,97.18460
11-05-2026,99.20070
08-05-2026,100.49810
07-05-2026,101.29170
06-05-2026,101.17250
05-05-2026,99.90720
04-05-2026,100.09320
30-04-2026,99.55020
29-04-2026,100.39280
28-04-2026,99.97820
27-04-2026,100.60930
24-04-2026,99.76000
23-04-2026,100.80160
22-04-2026,101.58030
21-04-2026,101.96450
20-04-2026,100.95660
17-04-2026,100.79030
16-04-2026,99.92630
15-04-2026,99.88430
13-04-2026,98.18510
10-04-2026,98.88860
09-04-2026,97.49480
08-04-2026,98.18610
07-04-2026,94.75840
06-04-2026,94.35300
02-04-2026,93.23610
01-04-2026,92.92110
31-03-2026,91.45390
30-03-2026,91.45500
27-03-2026,93.57900
25-03-2026,95.62170
24-03-2026,93.83540
23-03-2026,92.15230
20-03-2026,94.82760
19-03-2026,94.54580
18-03-2026,97.54880
17-03-2026,96.61460
16-03-2026,95.94410
13-03-2026,95.18440
12-03-2026,97.31000
11-03-2026,98.11390
10-03-2026,99.47250
09-03-2026,98.28950
06-03-2026,100.08290
05-03-2026,101.14220
04-03-2026,99.95100
02-03-2026,101.85410
27-02-2026,103.30520
26-02-2026,104.50750
25-02-2026,104.46410
24-02-2026,103.95640
23-02-2026,104.82030
20-02-2026,104.23510
19-02-2026,103.59180
18-02-2026,105.25590
17-02-2026,104.70840
16-02-2026,104.53610
13-02-2026,103.81480
12-02-2026,104.99220
11-02-2026,105.54260
10-02-2026,105.35720
09-02-2026,104.89980
06-02-2026,103.92040
05-02-2026,103.75900
04-02-2026,104.07640
03-02-2026,103.85380
02-02-2026,101.24560
30-01-2026,102.23550
29-01-2026,102.39490
28-01-2026,101.84160
27-01-2026,100.89520
23-01-2026,100.51270
22-01-2026,101.53930
21-01-2026,100.89630
20-01-2026,101.29080
19-01-2026,102.92260
16-01-2026,103.21360
14-01-2026,103.31770
13-01-2026,103.37350
12-01-2026,103.62180
09-01-2026,103.46540
08-01-2026,104.33270
07-01-2026,105.60780
06-01-2026,105.70060
05-01-2026,105.71090
02-01-2026,106.12720
01-01-2026,105.40010
31-12-2025,105.34210
30-12-2025,104.59350
29-12-2025,104.71880
26-12-2025,104.99120
24-12-2025,105.35480
23-12-2025,105.53810
22-12-2025,105.33800
19-12-2025,104.74950
18-12-2025,104.06780
17-12-2025,104.19180
16-12-2025,104.47820
15-12-2025,105.18210
12-12-2025,105.27380
11-12-2025,104.65900
10-12-2025,104.01400
09-12-2025,104.26350
08-12-2025,104.37210
05-12-2025,105.41420
04-12-2025,105.04260
03-12-2025,105.02140
02-12-2025,105.23670
01-12-2025,105.53890
28-11-2025,105.68440
27-11-2025,105.68400
26-11-2025,105.57550
25-11-2025,104.17120
24-11-2025,104.32300
21-11-2025,104.86640
20-11-2025,105.60470
19-11-2025,105.13920
18-11-2025,104.60870
17-11-2025,105.12030
14-11-2025,104.68640
13-11-2025,104.66240
12-11-2025,104.68290
11-11-2025,104.12420
10-11-2025,103.89120
07-11-2025,103.67120
06-11-2025,103.66830
04-11-2025,104.29600
03-11-2025,104.84940
31-10-2025,104.51020
30-10-2025,105.23760
29-10-2025,105.79850
28-10-2025,105.14300
27-10-2025,105.19740
24-10-2025,104.64410
23-10-2025,105.04290
20-10-2025,104.88000
17-10-2025,104.46730
16-10-2025,104.15940
15-10-2025,103.28250
14-10-2025,102.54390
13-10-2025,102.96800
10-10-2025,103.23600
09-10-2025,102.79680
08-10-2025,102.35640
07-10-2025,102.78830
06-10-2025,102.82960
03-10-2025,102.38350
01-10-2025,102.05810
30-09-2025,101.30000
26-09-2025,101.31250
25-09-2025,102.47420
24-09-2025,103.33380
23-09-2025,103.81340
22-09-2025,103.81050
19-09-2025,104.35090
18-09-2025,104.55310
17-09-2025,104.24380
16-09-2025,103.90140
15-09-2025,103.15000
12-09-2025,102.97640
11-09-2025,102.40330
10-09-2025,102.35120
09-09-2025,101.96770
08-09-2025,101.67650
05-09-2025,101.55170
04-09-2025,101.49650
03-09-2025,101.59090
02-09-2025,100.99070
01-09-2025,101.16640
29-08-2025,100.34960
28-08-2025,100.55230
26-08-2025,101.34000
25-08-2025,102.33870
22-08-2025,102.05200
21-08-2025,102.72800
20-08-2025,102.65580
19-08-2025,102.24210
18-08-2025,101.68670
14-08-2025,100.57410
13-08-2025,100.59140
12-08-2025,99.75360
11-08-2025,99.91600
08-08-2025,98.98840
07-08-2025,99.90910
06-08-2025,99.78860
05-08-2025,100.11120
04-08-2025,100.27790
01-08-2025,99.91130
31-07-2025,100.59410
30-07-2025,100.68860
29-07-2025,100.21010
28-07-2025,99.69810
25-07-2025,100.25980
24-07-2025,101.32810
23-07-2025,101.78940
22-07-2025,101.32720
21-07-2025,101.37350
18-07-2025,100.92860
17-07-2025,101.43180
16-07-2025,101.62300
15-07-2025,101.41680
14-07-2025,101.05870
11-07-2025,101.26860
10-07-2025,101.79900
09-07-2025,102.03900
08-07-2025,102.03640
07-07-2025,101.75400
04-07-2025,101.78830
03-07-2025,101.52310
02-07-2025,101.83910
01-07-2025,102.27380
30-06-2025,102.35010
27-06-2025,102.61480
26-06-2025,102.14580
25-06-2025,101.24390
24-06-2025,100.53250
23-06-2025,99.91290
20-06-2025,100.40750
19-06-2025,99.31230
18-06-2025,99.74480
17-06-2025,99.79990
16-06-2025,100.08180
13-06-2025,99.35280
12-06-2025,100.04530
11-06-2025,101.31510
10-06-2025,101.22560
09-06-2025,101.34810
06-06-2025,100.62690
05-06-2025,99.66170
04-06-2025,99.15510
03-06-2025,98.71610
02-06-2025,99.27360
30-05-2025,99.16110
29-05-2025,99.43410
28-05-2025,99.11180
27-05-2025,99.24310
26-05-2025,99.65360
23-05-2025,98.86110
22-05-2025,97.91010
21-05-2025,98.60380
20-05-2025,97.91130
19-05-2025,99.13250
16-05-2025,99.22250
15-05-2025,98.94530
14-05-2025,97.64730
13-05-2025,97.05400
12-05-2025,97.90990
09-05-2025,94.34820
08-05-2025,95.14870
07-05-2025,96.02080
06-05-2025,95.56480
05-05-2025,96.55520
02-05-2025,95.93890
30-04-2025,95.81470
29-04-2025,96.09290
28-04-2025,96.02820
25-04-2025,94.88440
24-04-2025,96.05970
23-04-2025,96.17080
22-04-2025,95.62040
21-04-2025,95.38690
17-04-2025,94.10550
16-04-2025,92.89830
15-04-2025,92.32680
11-04-2025,90.06930
09-04-2025,88.64100
08-04-2025,89.24090
07-04-2025,87.78020
04-04-2025,90.43330
03-04-2025,92.22430
02-04-2025,92.41650
01-04-2025,91.66290
31-03-2025,92.87020
28-03-2025,92.87350
27-03-2025,93.38840
26-03-2025,92.65700
25-03-2025,93.51580
24-03-2025,93.81230
21-03-2025,92.54300
20-03-2025,91.67670
19-03-2025,90.97110
18-03-2025,90.25440
17-03-2025,88.67460
13-03-2025,88.06560
12-03-2025,88.37380
11-03-2025,88.50420
10-03-2025,88.58790
07-03-2025,89.11950
06-03-2025,89.17400
05-03-2025,88.25350
04-03-2025,87.16430
03-03-2025,86.98300
28-02-2025,86.92220
27-02-2025,88.43210
25-02-2025,88.76050
24-02-2025,88.93340
21-02-2025,89.84950
20-02-2025,90.34890
19-02-2025,90.04040
18-02-2025,89.53540
17-02-2025,89.56930
14-02-2025,89.57410
13-02-2025,90.36840
12-02-2025,90.34080
11-02-2025,90.54430
10-02-2025,92.17730
07-02-2025,93.31900
06-02-2025,93.48960
05-02-2025,93.88830
04-02-2025,93.92310
03-02-2025,92.42370
31-01-2025,92.87720
30-01-2025,91.73790
29-01-2025,91.46880
28-01-2025,90.22270
27-01-2025,89.96940
24-01-2025,91.45880
23-01-2025,92.26670
22-01-2025,91.92290
21-01-2025,91.90080
20-01-2025,93.63390
17-01-2025,93.41580
16-01-2025,93.57640
