date,nav
08-09-2026,216.15330
07-09-2026,215.92860
04-09-2026,216.65250
03-09-2026,216.40370
02-09-2026,216.08250
01-09-2026,216.74250
31-08-2026,217.61840
28-08-2026,216.29040
27-08-2026,215.98220
26-08-2026,216.63240
25-08-2026,214.88810
24-08-2026,215.14290
21-08-2026,215.41370
20-08-2026,215.27490
19-08-2026,213.29900
18-08-2026,214.40420
17-08-2026,214.48540
14-08-2026,214.39030
13-08-2026,214.39400
12-08-2026,214.51170
11-08-2026,213.46270
10-08-2026,212.76080
07-08-2026,212.06710
06-08-2026,212.04300
05-08-2026,210.18390
04-08-2026,208.75770
03-08-2026,207.52170
31-07-2026,204.78960
30-07-2026,204.80960
29-07-2026,207.18370
28-07-2026,206.06160
27-07-2026,206.77070
24-07-2026,204.85350
23-07-2026,205.55390
22-07-2026,207.67480
21-07-2026,210.09000
20-07-2026,209.44660
17-07-2026,208.91520
16-07-2026,208.76240
15-07-2026,209.45060
14-07-2026,207.37380
13-07-2026,208.15460
10-07-2026,208.35180
09-07-2026,206.81410
08-07-2026,204.40350
07-07-2026,206.40250
06-07-2026,207.39120
03-07-2026,207.34610
02-07-2026,208.53730
01-07-2026,206.47780
30-06-2026,206.83550
29-06-2026,205.10350
25-06-2026,203.91570
24-06-2026,205.06550
23-06-2026,203.54430
22-06-2026,204.12630
19-06-2026,202.07610
18-06-2026,200.95650
17-06-2026,199.83020
16-06-2026,198.61520
15-06-2026,198.03200
12-06-2026,196.55770
11-06-2026,192.67220
10-06-2026,193.43710
09-06-2026,194.38130
08-06-2026,191.90920
05-06-2026,194.75470
04-06-2026,194.52200
03-06-2026,194.08100
02-06-2026,193.12950
01-06-2026,192.31950
31-05-2026,193.68360
29-05-2026,193.68480
27-05-2026,195.05010
26-05-2026,194.22580
25-05-2026,193.55990
22-05-2026,192.12270
21-05-2026,191.75750
20-05-2026,189.86610
19-05-2026,189.55530
18-05-2026,187.91260
15-05-2026,190.24050
14-05-2026,189.93450
13-05-2026,190.46400
12-05-2026,190.61520
11-05-2026,195.58600
08-05-2026,196.88210
07-05-2026,197.47530
06-05-2026,196.00360
05-05-2026,194.56180
04-05-2026,195.44690
30-04-2026,193.41310
29-04-2026,194.15230
28-04-2026,193.48430
27-04-2026,193.83170
24-04-2026,191.04250
23-04-2026,193.03170
22-04-2026,194.19280
21-04-2026,192.63970
20-04-2026,191.05830
17-04-2026,190.52420
16-04-2026,188.33160
15-04-2026,187.27860
13-04-2026,184.34910
10-04-2026,184.69670
09-04-2026,181.24550
08-04-2026,180.57830
07-04-2026,174.83420
06-04-2026,174.91510
02-04-2026,173.84710
01-04-2026,173.78200
31-03-2026,169.37060
30-03-2026,169.37080
27-03-2026,172.47390
25-03-2026,175.42110
24-03-2026,172.00490
23-03-2026,169.10910
20-03-2026,174.62050
19-03-2026,173.90040
18-03-2026,177.49080
17-03-2026,174.06280
16-03-2026,173.81980
13-03-2026,173.97540
12-03-2026,177.98880
11-03-2026,178.38910
10-03-2026,178.84190
09-03-2026,175.77420
06-03-2026,178.97840
05-03-2026,179.32390
04-03-2026,177.99610
02-03-2026,181.31750
28-02-2026,184.75790
27-02-2026,184.75810
26-02-2026,186.09500
25-02-2026,186.04880
24-02-2026,186.20800
23-02-2026,187.57210
20-02-2026,186.22280
19-02-2026,186.66660
18-02-2026,188.21280
17-02-2026,187.64370
16-02-2026,185.84710
13-02-2026,187.23600
12-02-2026,189.60290
11-02-2026,189.74640
10-02-2026,189.01900
09-02-2026,188.46900
06-02-2026,184.62700
05-02-2026,185.69490
04-02-2026,186.77740
03-02-2026,186.70090
02-02-2026,180.54240
31-01-2026,183.30100
30-01-2026,183.30210
29-01-2026,179.94080
28-01-2026,181.08730
27-01-2026,179.55150
23-01-2026,179.80350
22-01-2026,182.75440
21-01-2026,181.53250
20-01-2026,181.83500
19-01-2026,185.40420
16-01-2026,186.97190
14-01-2026,187.33750
13-01-2026,187.65940
12-01-2026,186.18370
09-01-2026,187.09710
08-01-2026,190.16000
07-01-2026,193.31730
06-01-2026,193.70270
05-01-2026,194.37860
02-01-2026,194.57400
01-01-2026,193.64170
31-12-2025,193.77240
30-12-2025,191.95010
29-12-2025,192.54100
26-12-2025,192.59130
24-12-2025,193.28480
23-12-2025,193.26520
22-12-2025,192.25730
19-12-2025,191.11570
18-12-2025,189.54200
17-12-2025,190.06210
16-12-2025,191.31430
15-12-2025,193.13250
12-12-2025,192.33770
11-12-2025,191.49520
10-12-2025,191.25570
09-12-2025,191.35730
08-12-2025,190.15910
05-12-2025,193.14510
04-12-2025,193.45990
03-12-2025,194.33550
02-12-2025,194.43120
01-12-2025,195.36260
30-11-2025,194.97900
28-11-2025,194.97840
27-11-2025,195.14900
26-11-2025,195.85550
25-11-2025,194.20420
24-11-2025,193.90920
21-11-2025,194.25170
20-11-2025,196.07320
19-11-2025,196.52800
18-11-2025,196.94780
17-11-2025,197.92120
14-11-2025,197.06760
13-11-2025,196.54650
12-11-2025,196.88400
11-11-2025,196.44860
10-11-2025,196.24510
07-11-2025,197.31500
06-11-2025,197.80320
04-11-2025,200.46780
03-11-2025,200.97090
31-10-2025,199.82340
30-10-2025,200.51850
29-10-2025,201.03750
28-10-2025,200.63480
27-10-2025,199.79650
24-10-2025,198.41150
23-10-2025,198.75210
20-10-2025,197.52580
17-10-2025,197.10750
16-10-2025,196.95210
15-10-2025,194.70000
14-10-2025,193.39750
13-10-2025,194.53640
10-10-2025,195.11850
09-10-2025,195.03760
08-10-2025,195.85870
07-10-2025,196.42940
06-10-2025,196.54830
03-10-2025,196.29650
01-10-2025,195.08560
30-09-2025,193.88220
26-09-2025,194.09730
25-09-2025,197.34470
24-09-2025,198.88610
23-09-2025,199.45730
22-09-2025,200.25390
19-09-2025,201.30600
18-09-2025,201.54470
17-09-2025,201.82000
16-09-2025,201.17950
15-09-2025,200.09670
12-09-2025,199.07160
11-09-2025,198.98350
10-09-2025,198.70750
09-09-2025,198.24440
08-09-2025,197.44800
05-09-2025,197.59390
04-09-2025,197.68870
03-09-2025,197.63250
02-09-2025,196.23670
01-09-2025,195.73430
31-08-2025,193.75370
29-08-2025,193.75320
28-08-2025,194.48930
26-08-2025,195.59460
25-08-2025,198.78050
22-08-2025,199.11560
21-08-2025,200.05540
20-08-2025,198.84770
19-08-2025,198.03890
18-08-2025,196.92030
14-08-2025,193.41310
13-08-2025,192.92220
12-08-2025,192.70500
11-08-2025,193.15840
08-08-2025,191.95750
07-08-2025,193.00640
06-08-2025,193.57560
05-08-2025,194.97310
04-08-2025,195.65360
01-08-2025,194.95480
31-07-2025,197.48900
30-07-2025,198.45080
29-07-2025,197.81460
28-07-2025,197.46290
25-07-2025,199.43490
24-07-2025,202.72100
23-07-2025,203.90430
22-07-2025,203.37140
21-07-2025,203.80280
18-07-2025,204.03560
17-07-2025,204.90430
16-07-2025,203.68350
15-07-2025,203.92680
14-07-2025,202.01890
11-07-2025,201.26060
10-07-2025,201.59850
09-07-2025,201.32870
08-07-2025,200.43960
07-07-2025,200.32350
