date,nav
08-09-2026,6306.62670
07-09-2026,6305.61410
04-09-2026,6300.83160
03-09-2026,6298.97770
02-09-2026,6296.61270
01-09-2026,6291.47310
31-08-2026,6289.29680
28-08-2026,6285.72380
27-08-2026,6284.73640
25-08-2026,6281.75550
24-08-2026,6278.51510
21-08-2026,6274.64930
20-08-2026,6275.03330
19-08-2026,6277.80330
18-08-2026,6276.61010
17-08-2026,6275.86760
14-08-2026,6273.66150
13-08-2026,6271.97450
12-08-2026,6270.53820
11-08-2026,6269.56510
10-08-2026,6267.99500
07-08-2026,6263.55120
06-08-2026,6262.22270
05-08-2026,6260.90880
04-08-2026,6257.89170
03-08-2026,6256.46530
31-07-2026,6251.94330
30-07-2026,6249.57050
29-07-2026,6248.79850
28-07-2026,6248.48210
27-07-2026,6246.94830
24-07-2026,6242.16520
23-07-2026,6240.58180
22-07-2026,6238.70280
21-07-2026,6238.78440
20-07-2026,6235.28040
17-07-2026,6234.11500
16-07-2026,6230.80270
15-07-2026,6228.09390
14-07-2026,6227.14160
13-07-2026,6230.57910
10-07-2026,6228.93810
09-07-2026,6227.98630
08-07-2026,6224.34560
07-07-2026,6227.85160
06-07-2026,6231.47600
03-07-2026,6229.02360
02-07-2026,6229.44220
01-07-2026,6225.51600
30-06-2026,6220.83730
29-06-2026,6217.31240
25-06-2026,6209.19070
24-06-2026,6204.47700
23-06-2026,6200.85110
22-06-2026,6199.48710
19-06-2026,6195.78150
18-06-2026,6194.65200
17-06-2026,6193.35040
16-06-2026,6191.81200
15-06-2026,6187.82230
12-06-2026,6181.81480
11-06-2026,6179.19960
10-06-2026,6181.79670
09-06-2026,6180.66850
08-06-2026,6174.20840
05-06-2026,6168.47550
04-06-2026,6160.94340
03-06-2026,6159.96260
02-06-2026,6158.96650
01-06-2026,6156.75320
29-05-2026,6151.11390
27-05-2026,6146.61180
26-05-2026,6144.00040
25-05-2026,6144.84780
22-05-2026,6142.63800
21-05-2026,6142.88080
20-05-2026,6147.58560
19-05-2026,6149.75980
18-05-2026,6148.48470
15-05-2026,6148.30160
14-05-2026,6148.93610
13-05-2026,6150.12570
12-05-2026,6150.50760
11-05-2026,6151.86710
08-05-2026,6151.37070
07-05-2026,6149.90980
06-05-2026,6149.03070
05-05-2026,6146.00010
04-05-2026,6145.70490
30-04-2026,6140.16140
29-04-2026,6141.87990
28-04-2026,6143.00100
27-04-2026,6142.59020
24-04-2026,6142.20180
23-04-2026,6141.96030
22-04-2026,6143.36630
21-04-2026,6142.96010
20-04-2026,6142.25370
17-04-2026,6139.23510
16-04-2026,6139.70040
15-04-2026,6137.69620
13-04-2026,6133.40710
10-04-2026,6129.76740
09-04-2026,6126.15440
08-04-2026,6119.12430
07-04-2026,6110.18340
06-04-2026,6107.33460
02-04-2026,6104.72640
31-03-2026,6102.51310
30-03-2026,6101.38580
27-03-2026,6095.18590
25-03-2026,6090.54100
24-03-2026,6089.20450
23-03-2026,6090.16010
20-03-2026,6093.52610
18-03-2026,6093.85860
17-03-2026,6089.09930
16-03-2026,6086.34340
13-03-2026,6083.61970
12-03-2026,6087.11200
11-03-2026,6088.34040
10-03-2026,6086.65160
09-03-2026,6085.22880
06-03-2026,6084.29620
05-03-2026,6082.39270
04-03-2026,6081.05890
02-03-2026,6081.76400
27-02-2026,6079.91950
26-02-2026,6078.81230
25-02-2026,6077.58860
24-02-2026,6076.17580
23-02-2026,6074.63880
20-02-2026,6071.65710
18-02-2026,6069.76700
17-02-2026,6069.70630
16-02-2026,6069.37830
13-02-2026,6066.86400
12-02-2026,6063.70500
11-02-2026,6061.12040
10-02-2026,6058.86430
09-02-2026,6057.50320
06-02-2026,6054.96860
05-02-2026,6055.74490
04-02-2026,6053.33130
03-02-2026,6050.77330
02-02-2026,6047.21590
30-01-2026,6043.78380
29-01-2026,6041.31730
28-01-2026,6040.78420
27-01-2026,6041.49770
23-01-2026,6037.64530
22-01-2026,6037.50600
21-01-2026,6034.62460
20-01-2026,6033.43290
19-01-2026,6033.56390
16-01-2026,6031.76390
14-01-2026,6031.49900
13-01-2026,6030.99530
12-01-2026,6031.23290
09-01-2026,6028.45910
08-01-2026,6028.08600
07-01-2026,6028.38460
06-01-2026,6028.72710
05-01-2026,6027.69050
02-01-2026,6025.26800
01-01-2026,6024.71870
31-12-2025,6023.54540
30-12-2025,6020.39880
29-12-2025,6020.51720
26-12-2025,6017.72270
24-12-2025,6015.99440
23-12-2025,6013.82670
22-12-2025,6012.96350
19-12-2025,6009.93470
18-12-2025,6008.95020
17-12-2025,6007.89020
16-12-2025,6007.20350
15-12-2025,6006.30400
12-12-2025,6004.00680
11-12-2025,6003.05960
10-12-2025,6002.27800
09-12-2025,6002.30200
08-12-2025,6002.03880
05-12-2025,5999.09530
04-12-2025,5996.93910
03-12-2025,5996.35110
02-12-2025,5995.77980
01-12-2025,5994.99360
28-11-2025,5992.53750
27-11-2025,5991.56950
26-11-2025,5990.45540
25-11-2025,5989.34880
24-11-2025,5988.07990
21-11-2025,5985.17890
20-11-2025,5984.26630
19-11-2025,5983.40160
18-11-2025,5982.38080
17-11-2025,5981.20660
14-11-2025,5978.35180
13-11-2025,5977.41710
12-11-2025,5976.36880
11-11-2025,5975.03740
10-11-2025,5973.97340
07-11-2025,5971.02470
06-11-2025,5969.92560
04-11-2025,5967.95870
03-11-2025,5966.96460
31-10-2025,5963.94250
30-10-2025,5962.91050
29-10-2025,5962.24360
28-10-2025,5961.28160
27-10-2025,5959.95940
24-10-2025,5957.01330
23-10-2025,5956.26610
20-10-2025,5953.55420
17-10-2025,5950.67900
16-10-2025,5949.99410
15-10-2025,5949.61580
14-10-2025,5948.72500
13-10-2025,5947.79550
10-10-2025,5944.84950
09-10-2025,5943.98080
08-10-2025,5943.16990
07-10-2025,5942.44460
06-10-2025,5941.79360
03-10-2025,5938.47480
01-10-2025,5935.60000
30-09-2025,5933.53730
26-09-2025,5928.04740
25-09-2025,5927.31080
24-09-2025,5926.67410
23-09-2025,5925.95310
22-09-2025,5924.97230
19-09-2025,5922.13570
18-09-2025,5921.22440
17-09-2025,5919.70480
16-09-2025,5918.11800
15-09-2025,5916.61100
12-09-2025,5913.83650
11-09-2025,5913.29380
10-09-2025,5912.00410
09-09-2025,5911.39240
05-09-2025,5908.56830
04-09-2025,5907.61230
03-09-2025,5906.76440
02-09-2025,5905.98680
01-09-2025,5905.57180
29-08-2025,5902.98760
28-08-2025,5902.40990
26-08-2025,5900.71070
25-08-2025,5899.98880
22-08-2025,5897.23740
21-08-2025,5896.21470
20-08-2025,5895.21640
19-08-2025,5894.27420
18-08-2025,5892.98960
14-08-2025,5889.26360
13-08-2025,5888.12470
12-08-2025,5887.39080
11-08-2025,5887.22860
08-08-2025,5884.84840
07-08-2025,5884.08370
06-08-2025,5883.30450
05-08-2025,5883.44820
04-08-2025,5882.15890
01-08-2025,5878.79320
31-07-2025,5877.51090
30-07-2025,5876.50920
29-07-2025,5875.66260
28-07-2025,5875.10430
25-07-2025,5872.80520
24-07-2025,5872.03660
23-07-2025,5871.18280
22-07-2025,5869.84170
21-07-2025,5869.11710
18-07-2025,5866.49510
17-07-2025,5865.38530
16-07-2025,5864.37530
15-07-2025,5863.62010
14-07-2025,5862.59080
11-07-2025,5858.92960
10-07-2025,5858.47660
09-07-2025,5857.21640
08-07-2025,5856.93320
07-07-2025,5856.29770
04-07-2025,5853.36060
03-07-2025,5852.48450
02-07-2025,5851.09810
01-07-2025,5847.48100
30-06-2025,5843.79290
27-06-2025,5840.55960
26-06-2025,5839.24530
25-06-2025,5838.09250
24-06-2025,5838.48600
23-06-2025,5837.22670
20-06-2025,5833.93860
19-06-2025,5832.83130
18-06-2025,5831.63210
17-06-2025,5830.13830
16-06-2025,5829.32420
13-06-2025,5826.49690
12-06-2025,5826.05070
11-06-2025,5825.44780
10-06-2025,5827.18910
09-06-2025,5829.16140
06-06-2025,5825.19450
05-06-2025,5816.43010
04-06-2025,5814.43590
03-06-2025,5812.57650
02-06-2025,5810.05600
30-05-2025,5806.61690
29-05-2025,5805.63260
28-05-2025,5803.87990
27-05-2025,5801.76660
26-05-2025,5800.45840
23-05-2025,5797.57830
22-05-2025,5795.80730
21-05-2025,5795.40480
20-05-2025,5793.68940
19-05-2025,5791.24210
16-05-2025,5787.48160
15-05-2025,5784.83170
14-05-2025,5783.74660
13-05-2025,5780.04910
09-05-2025,5773.31560
08-05-2025,5774.83420
07-05-2025,5776.01550
06-05-2025,5774.99720
05-05-2025,5773.12110
02-05-2025,5769.73620
30-04-2025,5767.17520
29-04-2025,5766.65460
28-04-2025,5765.50120
25-04-2025,5762.43560
24-04-2025,5762.46550
23-04-2025,5760.65990
22-04-2025,5759.38880
21-04-2025,5758.00830
17-04-2025,5751.95980
16-04-2025,5750.25120
15-04-2025,5749.07050
11-04-2025,5744.56950
09-04-2025,5740.70710
08-04-2025,5736.68820
07-04-2025,5735.19370
04-04-2025,5732.12200
03-04-2025,5730.54440
02-04-2025,5726.32440
31-03-2025,5716.82400
28-03-2025,5713.76970
27-03-2025,5705.15330
26-03-2025,5704.23650
25-03-2025,5701.16310
24-03-2025,5700.18570
21-03-2025,5693.88510
20-03-2025,5689.69400
19-03-2025,5687.35310
18-03-2025,5685.30430
17-03-2025,5683.81450
13-03-2025,5679.10860
12-03-2025,5677.26150
11-03-2025,5676.14320
10-03-2025,5675.26140
07-03-2025,5671.50000
06-03-2025,5670.70570
05-03-2025,5669.84210
04-03-2025,5669.51530
03-03-2025,5668.83600
28-02-2025,5666.30390
27-02-2025,5665.50350
25-02-2025,5663.40850
24-02-2025,5662.80360
21-02-2025,5658.52600
20-02-2025,5657.28670
18-02-2025,5655.06070
17-02-2025,5654.11890
14-02-2025,5651.07460
13-02-2025,5650.16590
12-02-2025,5648.48140
11-02-2025,5647.27140
10-02-2025,5646.02200
07-02-2025,5644.18500
06-02-2025,5644.14490
05-02-2025,5641.29290
04-02-2025,5639.54930
03-02-2025,5638.03740
31-01-2025,5634.87330
30-01-2025,5633.66020
29-01-2025,5632.26320
28-01-2025,5630.41840
27-01-2025,5629.01010
24-01-2025,5625.52810
23-01-2025,5624.52550
22-01-2025,5623.65680
21-01-2025,5622.95410
20-01-2025,5621.84680
17-01-2025,5618.58400
16-01-2025,5617.32900
15-01-2025,5615.65090
14-01-2025,5613.98760
13-01-2025,5613.12640
10-01-2025,5610.30630
09-01-2025,5608.91310
08-01-2025,5608.67130
07-01-2025,5608.33640
06-01-2025,5607.51870
03-01-2025,5604.37240
02-01-2025,5603.54530
01-01-2025,5602.05940
31-12-2024,5600.57710
30-12-2024,5597.33840
27-12-2024,5594.09510
26-12-2024,5592.92440
24-12-2024,5590.94350
23-12-2024,5590.44710
20-12-2024,5588.07200
19-12-2024,5587.01000
18-12-2024,5586.41790
17-12-2024,5585.57200
16-12-2024,5584.46710
13-12-2024,5580.92320
12-12-2024,5580.66960
11-12-2024,5580.14190
10-12-2024,5579.16510
09-12-2024,5578.25000
06-12-2024,5575.00970
05-12-2024,5573.60120
04-12-2024,5572.09270
03-12-2024,5570.89600
02-12-2024,5569.93050
29-11-2024,5566.48740
28-11-2024,5565.34310
27-11-2024,5564.36520
26-11-2024,5563.32510
25-11-2024,5562.25630
22-11-2024,5559.02820
21-11-2024,5557.98430
19-11-2024,5556.13050
18-11-2024,5555.06350
14-11-2024,5550.90970
13-11-2024,5549.76430
12-11-2024,5548.56220
11-11-2024,5547.53410
08-11-2024,5544.30480
07-11-2024,5543.23160
06-11-2024,5541.99000
05-11-2024,5540.87950
04-11-2024,5539.52140
31-10-2024,5535.04900
30-10-2024,5533.65490
29-10-2024,5532.59720
28-10-2024,5531.48540
25-10-2024,5528.42340
24-10-2024,5527.38840
23-10-2024,5526.20090
22-10-2024,5525.17760
21-10-2024,5524.16310
18-10-2024,5521.33300
17-10-2024,5520.25220
16-10-2024,5519.23750
15-10-2024,5518.17590
14-10-2024,5517.36120
11-10-2024,5514.39070
10-10-2024,5512.94680
09-10-2024,5511.84310
08-10-2024,5510.32080
07-10-2024,5509.29900
04-10-2024,5506.02510
03-10-2024,5504.52990
01-10-2024,5501.99060
30-09-2024,5500.70130
27-09-2024,5495.29360
26-09-2024,5493.85710
25-09-2024,5492.65500
24-09-2024,5491.70990
23-09-2024,5490.58920
20-09-2024,5487.33470
19-09-2024,5486.10190
17-09-2024,5483.79260
16-09-2024,5482.47360
13-09-2024,5479.34400
12-09-2024,5477.92220
11-09-2024,5477.03980
10-09-2024,5475.97560
09-09-2024,5475.05750
06-09-2024,5471.74310
05-09-2024,5470.91940
04-09-2024,5469.78710
03-09-2024,5468.81730
02-09-2024,5467.63460
30-08-2024,5464.44710
29-08-2024,5463.53240
28-08-2024,5462.76890
27-08-2024,5461.72920
26-08-2024,5461.09590
23-08-2024,5458.18000
22-08-2024,5457.10120
21-08-2024,5455.86250
20-08-2024,5454.35080
19-08-2024,5452.87820
16-08-2024,5449.58620
14-08-2024,5447.35700
13-08-2024,5446.29400
12-08-2024,5445.87830
09-08-2024,5442.93150
08-08-2024,5441.96410
07-08-2024,5441.03450
06-08-2024,5439.93490
05-08-2024,5439.06510
02-08-2024,5435.86840
01-08-2024,5434.85890
31-07-2024,5433.69330
30-07-2024,5432.77200
29-07-2024,5431.79040
26-07-2024,5428.59560
25-07-2024,5427.58730
24-07-2024,5426.63700
23-07-2024,5425.47580
22-07-2024,5424.17280
19-07-2024,5421.00410
18-07-2024,5419.90470
16-07-2024,5417.67510
15-07-2024,5416.67180
12-07-2024,5413.33530
11-07-2024,5412.40140
10-07-2024,5411.10360
09-07-2024,5410.04770
08-07-2024,5408.99720
05-07-2024,5405.99330
04-07-2024,5404.88620
03-07-2024,5403.68930
02-07-2024,5402.09650
01-07-2024,5399.84310
28-06-2024,5395.86310
27-06-2024,5393.74700
26-06-2024,5392.87020
25-06-2024,5392.28840
24-06-2024,5391.54510
21-06-2024,5388.54370
20-06-2024,5387.36670
19-06-2024,5386.00540
18-06-2024,5384.83410
14-06-2024,5380.55670
13-06-2024,5379.53880
12-06-2024,5378.42320
11-06-2024,5377.10070
10-06-2024,5375.53070
07-06-2024,5372.22910
06-06-2024,5371.21120
05-06-2024,5369.95550
04-06-2024,5369.03790
03-06-2024,5369.12090
31-05-2024,5365.80970
30-05-2024,5364.71370
29-05-2024,5363.29020
28-05-2024,5362.10420
27-05-2024,5361.43160
24-05-2024,5358.51470
22-05-2024,5356.36080
21-05-2024,5355.25020
17-05-2024,5350.41530
16-05-2024,5349.50380
15-05-2024,5348.71060
14-05-2024,5347.52200
13-05-2024,5346.02120
10-05-2024,5342.77240
09-05-2024,5342.34280
08-05-2024,5341.90870
07-05-2024,5341.04150
06-05-2024,5339.65400
03-05-2024,5336.15670
02-05-2024,5334.90280
30-04-2024,5332.53760
29-04-2024,5331.64990
26-04-2024,5329.71890
25-04-2024,5328.73840
24-04-2024,5328.15880
23-04-2024,5327.98600
22-04-2024,5326.30750
19-04-2024,5323.48800
18-04-2024,5322.95490
16-04-2024,5321.35840
15-04-2024,5320.24380
12-04-2024,5317.42470
10-04-2024,5315.00840
08-04-2024,5311.38560
05-04-2024,5308.56450
04-04-2024,5306.75550
03-04-2024,5304.78410
02-04-2024,5304.01120
31-03-2024,5300.03710
28-03-2024,5297.00870
27-03-2024,5290.47670
26-03-2024,5289.85110
22-03-2024,5286.46820
21-03-2024,5285.85350
20-03-2024,5284.60480
19-03-2024,5283.29860
18-03-2024,5282.18910
15-03-2024,5278.46090
14-03-2024,5277.49850
13-03-2024,5276.92950
12-03-2024,5275.54390
11-03-2024,5274.14980
07-03-2024,5269.81280
06-03-2024,5268.49470
05-03-2024,5266.87760
04-03-2024,5265.36380
01-03-2024,5261.59190
29-02-2024,5260.25100
28-02-2024,5259.10810
27-02-2024,5257.50080
26-02-2024,5256.60000
23-02-2024,5253.47120
22-02-2024,5252.41380
21-02-2024,5250.08550
20-02-2024,5248.63770
16-02-2024,5244.07610
15-02-2024,5242.62890
14-02-2024,5241.25550
13-02-2024,5240.03320
12-02-2024,5239.07240
09-02-2024,5236.11590
08-02-2024,5235.51750
07-02-2024,5234.39760
06-02-2024,5233.07020
05-02-2024,5232.05890
02-02-2024,5228.98700
01-02-2024,5227.84260
31-01-2024,5226.69580
30-01-2024,5225.64730
29-01-2024,5224.72270
25-01-2024,5220.48060
24-01-2024,5219.44930
23-01-2024,5218.89640
19-01-2024,5215.48280
18-01-2024,5214.48320
17-01-2024,5213.67680
16-01-2024,5212.64480
15-01-2024,5211.89960
12-01-2024,5208.73350
11-01-2024,5207.60810
10-01-2024,5206.63080
09-01-2024,5205.59330
08-01-2024,5204.44000
05-01-2024,5201.39860
04-01-2024,5200.31980
03-01-2024,5199.34730
02-01-2024,5198.23700
01-01-2024,5197.21060
29-12-2023,5193.57660
28-12-2023,5191.48520
27-12-2023,5190.18560
26-12-2023,5189.37860
22-12-2023,5185.13210
21-12-2023,5184.30510
20-12-2023,5183.17920
19-12-2023,5182.06730
18-12-2023,5180.89390
15-12-2023,5178.09310
14-12-2023,5177.15240
13-12-2023,5176.11250
12-12-2023,5175.22780
11-12-2023,5174.66760
08-12-2023,5171.75290
07-12-2023,5170.84410
06-12-2023,5169.77170
05-12-2023,5168.72660
04-12-2023,5167.60940
01-12-2023,5164.71240
30-11-2023,5163.96290
29-11-2023,5163.06560
28-11-2023,5162.14080
24-11-2023,5158.09030
23-11-2023,5157.12380
22-11-2023,5156.20530
21-11-2023,5155.32520
20-11-2023,5154.46940
17-11-2023,5151.48420
16-11-2023,5150.47050
15-11-2023,5149.58850
13-11-2023,5147.51460
10-11-2023,5144.36490
09-11-2023,5143.62610
08-11-2023,5142.85130
07-11-2023,5141.91360
06-11-2023,5140.84250
03-11-2023,5137.65920
02-11-2023,5136.42730
01-11-2023,5135.45410
31-10-2023,5134.28750
30-10-2023,5133.26660
27-10-2023,5130.89880
26-10-2023,5129.78000
25-10-2023,5128.76310
23-10-2023,5126.86810
20-10-2023,5124.05580
19-10-2023,5123.22390
18-10-2023,5122.55650
17-10-2023,5121.46130
16-10-2023,5120.51540
13-10-2023,5117.96740
12-10-2023,5117.07450
11-10-2023,5116.14580
10-10-2023,5115.02500
09-10-2023,5114.26860
06-10-2023,5111.51970
05-10-2023,5111.21000
04-10-2023,5110.15300
03-10-2023,5108.67260
30-09-2023,5105.55010
29-09-2023,5104.56850
27-09-2023,5102.14230
26-09-2023,5100.86390
25-09-2023,5100.29510
22-09-2023,5097.36960
21-09-2023,5096.32560
20-09-2023,5095.72440
18-09-2023,5093.80390
15-09-2023,5091.15680
14-09-2023,5090.14530
13-09-2023,5089.17320
12-09-2023,5088.27710
11-09-2023,5087.48680
08-09-2023,5084.70790
07-09-2023,5083.72200
06-09-2023,5082.77200
05-09-2023,5081.82070
04-09-2023,5080.65770
01-09-2023,5077.80250
31-08-2023,5076.76480
30-08-2023,5075.80530
29-08-2023,5074.60120
28-08-2023,5073.60430
25-08-2023,5070.67540
24-08-2023,5069.67030
23-08-2023,5068.54810
22-08-2023,5067.77830
21-08-2023,5066.71370
18-08-2023,5063.51860
17-08-2023,5062.44470
14-08-2023,5060.41590
11-08-2023,5057.83630
10-08-2023,5057.69160
09-08-2023,5057.07630
08-08-2023,5056.13370
07-08-2023,5055.16320
04-08-2023,5052.34650
03-08-2023,5051.48500
02-08-2023,5050.68150
01-08-2023,5049.96810
31-07-2023,5048.92660
28-07-2023,5046.23060
27-07-2023,5045.40770
26-07-2023,5044.56960
25-07-2023,5043.51190
24-07-2023,5042.50250
21-07-2023,5039.63740
20-07-2023,5038.55360
19-07-2023,5037.10630
18-07-2023,5036.27900
17-07-2023,5035.23320
14-07-2023,5032.53970
13-07-2023,5031.29730
12-07-2023,5029.90350
11-07-2023,5028.79800
10-07-2023,5027.76190
07-07-2023,5025.17110
06-07-2023,5024.06040
05-07-2023,5023.19110
04-07-2023,5022.00790
03-07-2023,5020.38360
30-06-2023,5016.99210
28-06-2023,5014.81760
27-06-2023,5013.59750
26-06-2023,5012.88090
23-06-2023,5010.35980
22-06-2023,5009.89540
21-06-2023,5008.66140
20-06-2023,5007.87450
19-06-2023,5006.98650
16-06-2023,5003.98140
15-06-2023,5002.81860
14-06-2023,5001.86160
13-06-2023,5000.21520
12-06-2023,4998.82330
09-06-2023,4996.20440
08-06-2023,4995.94090
07-06-2023,4995.46220
06-06-2023,4994.30020
05-06-2023,4993.03460
02-06-2023,4990.05110
01-06-2023,4988.83850
31-05-2023,4987.28290
30-05-2023,4986.49290
29-05-2023,4985.53430
26-05-2023,4983.24040
25-05-2023,4982.39410
24-05-2023,4981.76310
23-05-2023,4981.17770
22-05-2023,4981.37210
19-05-2023,4975.80540
18-05-2023,4974.57890
17-05-2023,4973.24570
16-05-2023,4971.84110
15-05-2023,4969.73480
12-05-2023,4966.29310
11-05-2023,4965.48880
10-05-2023,4964.59850
09-05-2023,4963.45630
08-05-2023,4962.76550
04-05-2023,4958.79090
03-05-2023,4957.88920
02-05-2023,4956.53760
28-04-2023,4953.58020
27-04-2023,4952.91070
26-04-2023,4952.29170
25-04-2023,4951.23210
24-04-2023,4950.30000
21-04-2023,4947.61600
20-04-2023,4946.63850
19-04-2023,4945.68510
18-04-2023,4944.46910
17-04-2023,4942.87650
13-04-2023,4938.94910
12-04-2023,4937.77670
11-04-2023,4935.94580
10-04-2023,4935.04260
06-04-2023,4930.17610
05-04-2023,4926.30660
03-04-2023,4924.55760
31-03-2023,4921.71550
29-03-2023,4915.70240
28-03-2023,4911.96930
27-03-2023,4911.37840
24-03-2023,4909.77770
23-03-2023,4909.36600
21-03-2023,4906.64670
20-03-2023,4904.67360
17-03-2023,4900.96650
16-03-2023,4900.30000
15-03-2023,4899.90240
14-03-2023,4899.15700
13-03-2023,4897.88640
10-03-2023,4892.71440
09-03-2023,4890.73120
08-03-2023,4889.41360
06-03-2023,4887.72190
03-03-2023,4884.99870
02-03-2023,4884.19100
01-03-2023,4883.75420
28-02-2023,4883.04470
27-02-2023,4881.94570
24-02-2023,4879.86820
23-02-2023,4879.25600
22-02-2023,4878.60660
21-02-2023,4878.20920
20-02-2023,4877.47810
17-02-2023,4875.00450
16-02-2023,4874.16260
15-02-2023,4873.26980
14-02-2023,4872.35210
13-02-2023,4871.84000
10-02-2023,4868.88900
09-02-2023,4867.64350
08-02-2023,4867.05410
07-02-2023,4866.76450
06-02-2023,4865.88580
03-02-2023,4863.06550
02-02-2023,4862.07120
01-02-2023,4860.90870
31-01-2023,4859.60800
30-01-2023,4858.61050
27-01-2023,4856.24990
25-01-2023,4854.34060
24-01-2023,4853.54280
23-01-2023,4852.37690
20-01-2023,4850.37170
19-01-2023,4849.44330
18-01-2023,4848.47790
17-01-2023,4847.74800
16-01-2023,4846.89680
13-01-2023,4844.44470
12-01-2023,4843.81170
11-01-2023,4842.88520
10-01-2023,4842.25130
09-01-2023,4841.56650
06-01-2023,4839.12050
05-01-2023,4838.20550
04-01-2023,4837.28250
03-01-2023,4836.66540
02-01-2023,4835.67260
30-12-2022,4832.44160
29-12-2022,4830.63660
28-12-2022,4829.63930
27-12-2022,4828.42620
26-12-2022,4827.43610
23-12-2022,4824.86660
22-12-2022,4823.86070
21-12-2022,4822.80820
20-12-2022,4821.92360
19-12-2022,4821.08990
16-12-2022,4818.39440
15-12-2022,4817.64960
14-12-2022,4816.88560
13-12-2022,4815.76940
12-12-2022,4814.80640
09-12-2022,4812.09760
08-12-2022,4810.95940
07-12-2022,4809.88060
06-12-2022,4809.73590
05-12-2022,4808.55310
02-12-2022,4805.61530
01-12-2022,4804.67140
30-11-2022,4803.70200
29-11-2022,4802.62330
28-11-2022,4801.64410
25-11-2022,4798.83060
24-11-2022,4797.86530
23-11-2022,4797.04320
22-11-2022,4796.17310
21-11-2022,4795.59200
18-11-2022,4792.92970
17-11-2022,4792.14980
16-11-2022,4790.85970
15-11-2022,4789.62350
14-11-2022,4788.64220
11-11-2022,4785.95190
10-11-2022,4784.64860
09-11-2022,4783.69510
07-11-2022,4782.01350
04-11-2022,4779.31060
03-11-2022,4778.36290
02-11-2022,4777.49400
01-11-2022,4776.39350
31-10-2022,4775.32150
28-10-2022,4772.49390
27-10-2022,4771.91160
25-10-2022,4769.63820
21-10-2022,4766.07790
20-10-2022,4765.92750
19-10-2022,4765.31010
18-10-2022,4764.87760
17-10-2022,4763.88560
14-10-2022,4761.20490
13-10-2022,4760.98570
